,BU,Machine_Type,Serial_number,Unused_machines_J1,Unused_machines_UNP,Unused_machines_PL,OEE,OEE-J1,OEE-J1-H1-G+G6,Availability,Performance,Planned_Downtime%,Unplanned_Downtime%,Performance_losses,Batch_size,Setuptime/min,Waitingtime/min,Quantity/h,Quantity,Avg_length/mm,ShiftTime/h,Netto_StandardTime/h,Downtime/h,Dw_J1,Planned_Downtime/h,Unplanned_Downtime/h,Urgent_Orders(A16)%,Disciplinary_responsible_vs_Shifthours,Not_disciplinary_responsible_vs_Shifthours,No_Orders,Scrap/m,Scrap%,Avg_No_Machines,Somme de Dw_B,shift,Day,Month,Year,Date
19023,BU 1,Machine 1,5816492,0.0,0.17,0.1,34.8,34.8,37.49,45.01,77.31,38.06,16.93,10.21,182,4.16,0.81,795,6360,1428.43,8.0,2.78,4.4,0.0,3.04,1.35,34.29,2.84,14.09,35,12.985,0.16,4.0,,2,11,6,2018,2018-06-11
19024,BU 1,Machine 1,0923745,0.0,0.19,0.19,37.37,37.37,39.89,56.22,66.47,24.87,18.91,18.85,217,2.0,0.66,924,7391,960.66,8.0,2.99,3.5,0.0,1.99,1.51,11.76,6.23,12.69,34,29.926,0.35,4.0,,2,11,6,2018,2018-06-11
19025,BU 1,Machine 1,7618349,0.0,0.22,0.09,28.35,28.35,30.14,37.47,75.65,40.44,22.08,9.13,178,3.69,1.1,691,5530,1448.72,8.0,2.27,5.0,0.0,3.24,1.77,22.58,8.99,13.1,31,5.212,0.07,4.0,,2,11,6,2018,2018-06-11
19026,BU 1,Machine 2,2359173,0.0,0.3,0.15,25.29,25.29,27.16,40.16,62.97,30.13,29.71,14.87,213,2.92,1.88,744,5955,1090.02,8.0,2.02,4.79,0.0,2.41,2.38,14.29,14.98,14.73,28,13.83,0.10,1.0,,2,11,6,2018,2018-06-11
19027,BU 2,Machine 7,83746295,0.0,0.12,0.2,26.46,26.46,26.88,46.93,56.39,40.86,12.21,20.47,576,15.5,0.0,648,5183,3156.15,8.0,2.12,4.25,0.0,3.27,0.98,0.0,10.66,1.56,9,147.56,0.89,3.0,,2,11,6,2018,2018-06-11
19028,BU 2,Machine 6,9473856,0.0,0.3,0.16,10.34,10.34,11.41,26.31,39.3,43.41,30.29,15.97,383,27.4,6.92,287,2299,785.77,8.0,0.83,5.9,0.0,3.47,2.42,33.33,15.66,14.63,6,12.285,0.78,3.0,,2,11,6,2018,2018-06-11
19029,BU 2,Machine 9,2847163,0.0,0.23,0.29,10.63,10.63,11.54,39.17,27.13,37.39,23.44,28.55,332,20.11,7.19,249,1994,3462.39,8.0,0.85,4.87,0.0,2.99,1.88,16.67,6.53,16.91,6,0.0,0.00,1.0,,2,11,6,2018,2018-06-11
19030,BU 2,Machine 1,1903845,0.0,0.29,0.2,30.01,30.01,33.28,50.1,59.89,21.3,28.59,20.1,617,4.7,2.82,1003,8022,1532.49,8.0,2.4,3.99,0.0,1.7,2.29,7.69,2.52,26.07,13,10.555,0.05,5.0,,2,11,6,2018,2018-06-11
19031,BU 2,Machine 1,8392745,0.0,0.29,0.17,20.56,20.56,23.39,37.29,55.14,33.64,29.07,16.73,725,14.29,0.0,635,5076,985.62,8.0,1.65,5.02,0.0,2.69,2.33,14.29,27.77,1.3,7,92.61,0.97,5.0,,2,11,6,2018,2018-06-11
19032,BU 2,Machine 1,5938471,0.0,0.21,0.4,12.6,12.6,15.05,52.55,23.97,26.56,20.89,39.95,452,10.19,9.16,339,2709,1817.05,8.0,1.01,3.8,0.0,2.12,1.67,0.0,3.67,17.22,6,6.135,0.11,5.0,,2,11,6,2018,2018-06-11
19033,BU 2,Machine 1,9473852,0.0,0.44,0.18,14.27,14.27,15.91,31.78,44.9,24.19,44.03,17.51,468,9.57,1.08,410,3277,1638.84,8.0,1.14,5.46,0.0,1.94,3.52,28.57,15.31,28.72,7,41.59,1.22,5.0,,2,11,6,2018,2018-06-11
19034,BU 2,Machine 3,093K8347,0.0,0.15,0.22,45.78,45.78,50.15,67.45,67.88,17.97,14.58,21.67,348,8.42,6.5,218,1740,3252.64,8.0,3.66,2.6,0.0,1.44,1.17,20.0,0.92,13.66,5,2.23,0.06,7.0,,2,11,6,2018,2018-06-11
19035,BU 2,Machine 3,573N6493,0.0,0.39,0.16,29.38,29.38,30.68,45.16,65.06,16.19,38.65,15.78,274,11.64,8.88,171,1370,3287.31,8.0,2.35,4.39,0.0,1.3,3.09,40.0,4.72,33.93,5,30.685,1.02,7.0,,2,11,6,2018,2018-06-11
19036,BU 2,Machine 3,029P3751,0.0,0.17,0.26,37.95,37.95,40.86,63.64,59.63,19.05,17.31,25.69,325,6.65,6.8,285,2277,2038.41,8.0,3.04,2.91,0.0,1.52,1.38,14.29,8.77,8.54,7,4.77,0.04,7.0,,2,11,6,2018,2018-06-11
19037,BU 2,Machine 3,182L4692,0.0,0.17,0.1,45.32,45.32,48.62,55.65,81.45,27.32,17.03,10.32,375,12.18,6.27,281,2250,1875.96,8.0,3.63,3.55,0.0,2.19,1.36,16.67,7.44,9.59,6,12.3,0.22,7.0,,2,11,6,2018,2018-06-11
19038,BU 2,Machine 3,583J9461,0.0,0.15,0.19,37.33,37.33,42.0,56.05,66.6,29.38,14.57,18.72,382,14.22,0.18,287,2294,1542.30,8.0,2.99,3.52,0.0,2.35,1.17,33.33,4.25,10.32,6,8.725,0.35,7.0,,2,11,6,2018,2018-06-11
19039,BU 2,Machine 3,293F4715,0.0,0.3,0.14,31.56,31.56,34.6,45.94,68.71,24.51,29.55,14.38,624,14.72,8.33,234,1873,1381.32,8.0,2.53,4.32,0.0,1.96,2.36,66.67,11.01,18.53,3,10.11,0.16,7.0,,2,11,6,2018,2018-06-11
19040,BU 2,Machine 3,483D5938,0.0,0.07,0.13,60.25,60.25,64.27,73.11,82.41,20.3,6.59,12.86,1086,18.02,1.17,407,3258,2407.06,8.0,4.82,2.15,0.0,1.62,0.53,0.0,4.4,2.2,3,18.2,0.25,7.0,,2,11,6,2018,2018-06-11
19041,BU 2,Machine 2,5392175,0.0,0.23,0.12,29.1,29.1,31.96,41.11,70.78,36.24,22.65,12.01,626,8.03,5.76,1018,8143,1961.73,8.0,2.33,4.71,0.0,2.9,1.81,7.69,6.36,16.28,13,58.775,0.26,11.0,,2,11,6,2018,2018-06-11
19042,BU 2,Machine 2,6798354,0.0,0.34,0.09,34.09,34.09,35.93,42.98,79.32,23.35,33.68,8.89,447,3.31,5.64,1006,8050,1639.86,8.0,2.73,4.56,0.0,1.87,2.69,0.0,6.77,26.91,18,15.46,0.06,11.0,,2,11,6,2018,2018-06-11
19043,BU 2,Machine 2,7481923,0.0,0.49,0.14,24.06,24.06,24.75,37.74,63.75,13.38,48.88,13.68,887,5.2,7.98,998,7981,875.12,8.0,1.92,4.98,0.0,1.07,3.91,11.11,23.94,24.94,9,56.17,0.51,11.0,,2,11,6,2018,2018-06-11
19044,BU 2,Machine 2,1047583,0.0,0.32,0.19,25.52,25.52,29.02,44.4,57.49,23.3,32.31,18.88,768,6.19,10.81,864,6908,2168.39,8.0,2.04,4.45,0.0,1.86,2.58,11.11,5.35,26.95,9,43.765,0.33,11.0,,2,11,6,2018,2018-06-11
19045,BU 2,Machine 2,2938745,0.0,0.35,0.13,32.94,32.94,38.54,45.67,72.12,19.6,34.73,12.73,1050,5.78,6.38,1050,8402,873.14,8.0,2.64,4.35,0.0,1.57,2.78,0.0,13.75,20.98,8,3.045,0.05,11.0,,2,11,6,2018,2018-06-11
19046,BU 2,Machine 2,8362719,0.0,0.34,0.13,24.12,24.12,26.72,37.55,64.23,28.45,34.0,13.43,539,3.04,4.74,876,7010,1585.50,8.0,1.93,5.0,0.0,2.28,2.72,7.69,9.43,24.57,13,90.835,0.86,11.0,,2,11,6,2018,2018-06-11
19047,BU 2,Machine 2,5849321,0.0,0.39,0.22,16.32,16.32,18.3,38.69,42.19,22.67,38.64,22.37,472,4.83,4.81,589,4715,1581.96,8.0,1.31,4.9,0.0,1.81,3.09,10.0,6.14,32.5,10,12.765,0.06,11.0,,2,11,6,2018,2018-06-11
19048,BU 2,Machine 2,2948567,0.0,0.14,0.21,33.27,33.27,35.6,53.84,61.79,31.96,14.2,20.57,848,6.66,2.38,1167,9332,1958.14,8.0,2.66,3.69,0.0,2.56,1.14,9.09,4.41,9.8,11,73.115,0.21,11.0,,2,11,6,2018,2018-06-11
19049,BU 2,Machine 2,3928471,0.0,0.14,0.15,44.43,44.43,48.79,59.14,75.12,27.06,13.8,14.72,840,5.58,3.27,1364,10915,1627.18,8.0,3.55,3.27,0.0,2.16,1.1,0.0,1.57,12.23,13,69.98,0.59,11.0,,2,11,6,2018,2018-06-11
19050,BU 2,Machine 2,1749536,0.0,0.16,0.21,35.39,35.39,37.54,56.63,62.49,27.82,15.55,21.24,735,6.95,0.85,1287,10296,1644.14,8.0,2.83,3.47,0.0,2.23,1.24,0.0,2.31,13.24,14,3.51,0.06,11.0,,2,11,6,2018,2018-06-11
19051,BU 2,Machine 2,3826197,0.0,0.22,0.15,41.12,41.12,43.03,56.01,73.42,22.27,21.72,14.89,848,6.68,3.23,1271,10171,2798.74,8.0,3.29,3.52,0.0,1.78,1.74,8.33,7.95,13.76,12,34.815,0.21,11.0,,2,11,6,2018,2018-06-11
19052,BU 2,Machine 8,847261539,0.0,0.28,0.1,37.72,37.72,40.91,48.11,78.41,23.9,27.99,10.39,622,6.51,0.63,1011,8084,1274.73,8.0,3.02,4.15,0.0,1.91,2.24,7.69,7.32,20.67,13,0.0,0.00,1.0,,2,11,6,2018,2018-06-11
19053,BU 3,Machine 1,8471629,0.0,0.11,0.37,33.76,33.76,35.74,70.86,47.65,18.42,10.72,37.1,546,6.97,0.0,751,6009,1206.42,8.0,2.7,2.33,0.0,1.47,0.86,27.27,4.07,6.65,11,5.85,0.13,1.0,,1,12,6,2018,2018-06-12
19054,BU 3,Machine 5,2938745,0.01,0.35,0.12,44.17,44.63,48.47,56.36,78.37,8.2,35.44,12.19,1431,7.34,0.0,894,7154,615.00,8.0,3.53,3.49,0.08,0.66,2.83,20.0,2.4,33.04,5,63.96,1.45,3.0,,1,12,6,2018,2018-06-12
19055,BU 3,Machine 5,7283946,0.0,0.19,0.29,40.06,40.24,46.11,68.6,58.39,12.19,19.2,28.54,1473,3.92,3.13,920,7363,918.65,8.0,3.2,2.51,0.04,0.98,1.54,0.0,9.33,9.88,5,55.025,0.69,3.0,,1,12,6,2018,2018-06-12
19056,BU 3,Machine 5,8374621,0.0,0.15,0.16,58.89,58.89,60.59,75.03,78.49,9.68,15.29,16.14,1820,7.45,0.17,1138,9100,831.65,8.0,4.71,2.0,0.0,0.77,1.22,0.0,3.64,11.65,5,1.67,0.02,3.0,,1,12,6,2018,2018-06-12
19057,BU 1,Machine 1,5816492,0.0,0.2,0.08,28.48,28.48,28.49,36.64,77.73,42.95,20.41,8.16,164,6.5,0.97,637,5097,1598.04,8.0,2.28,5.07,0.0,3.44,1.63,3.23,4.97,15.44,31,31.769,0.31,4.0,,2,12,6,2018,2018-06-12
19058,BU 1,Machine 1,0923745,0.0,0.24,0.15,37.77,37.77,40.22,52.5,71.94,23.69,23.81,14.73,334,2.99,1.17,876,7004,983.78,8.0,3.02,3.8,0.0,1.9,1.9,4.76,8.34,15.47,21,28.61,0.37,4.0,,2,12,6,2018,2018-06-12
19059,BU 1,Machine 1,7618349,0.0,0.23,0.11,28.98,28.98,30.53,39.97,72.5,36.66,23.37,10.99,221,4.26,1.44,719,5754,1148.14,8.0,2.32,4.8,0.0,2.93,1.87,23.08,13.71,9.66,26,1.84,0.02,4.0,,2,12,6,2018,2018-06-12
19060,BU 1,Machine 2,2359173,0.0,0.3,0.15,29.29,29.29,31.77,43.85,66.8,26.03,30.11,14.56,175,1.74,0.78,877,7016,979.59,8.0,2.34,4.49,0.0,2.08,2.41,7.5,10.96,19.16,40,19.325,0.14,1.0,,2,12,6,2018,2018-06-12
19061,BU 2,Machine 7,83746295,0.07,0.32,0.21,20.87,22.49,24.97,42.24,49.41,25.67,32.09,21.37,1300,14.26,0.67,650,5198,1564.14,8.0,1.67,4.62,0.58,2.05,2.57,0.0,7.76,24.33,4,42.235,0.25,3.0,,2,12,6,2018,2018-06-12
19062,BU 2,Machine 6,9473856,0.0,0.43,0.17,11.46,11.46,15.37,28.67,39.96,28.15,43.18,17.21,440,12.96,6.55,330,2640,514.36,8.0,0.92,5.71,0.0,2.25,3.45,0.0,11.45,31.73,6,26.4,0.91,3.0,,2,12,6,2018,2018-06-12
19063,BU 2,Machine 9,2847163,0.0,0.46,0.24,10.7,10.7,10.88,34.48,31.04,19.49,46.03,23.78,357,15.59,28.59,268,2143,3037.63,8.0,0.86,5.24,0.0,1.56,3.68,16.67,8.66,37.38,6,10.22,0.09,1.0,,2,12,6,2018,2018-06-12
19064,BU 2,Machine 1,1903845,0.0,0.32,0.17,24.43,24.43,26.58,41.22,59.26,26.33,32.45,16.79,502,7.17,3.2,754,6029,2379.42,8.0,1.95,4.7,0.0,2.11,2.6,8.33,3.0,29.45,12,3.815,0.03,5.0,,2,12,6,2018,2018-06-12
19065,BU 2,Machine 1,5732948,0.0,0.43,0.2,12.26,12.29,13.3,32.6,37.62,24.03,43.36,20.34,528,16.48,5.32,462,3696,503.12,8.0,0.98,5.39,0.02,1.92,3.47,0.0,27.0,16.37,7,0.0,0.00,5.0,,2,12,6,2018,2018-06-12
19066,BU 2,Machine 1,5938471,0.0,0.26,0.35,11.92,11.92,13.63,47.38,25.15,26.32,26.3,35.46,417,13.0,8.92,313,2502,1960.39,8.0,0.95,4.21,0.0,2.11,2.1,0.0,3.53,22.77,6,118.535,2.36,5.0,,2,12,6,2018,2018-06-12
19067,BU 2,Machine 1,9473852,0.0,0.29,0.22,19.1,19.1,21.09,41.0,46.58,30.15,28.84,21.91,627,13.18,4.46,627,5012,1711.15,8.0,1.53,4.72,0.0,2.41,2.31,0.0,6.56,22.28,8,72.0,0.70,5.0,,2,12,6,2018,2018-06-12
19068,BU 2,Machine 3,093K8347,0.0,0.12,0.25,48.63,48.63,53.57,74.12,65.61,14.09,11.79,25.49,514,8.91,2.42,193,1542,4166.77,8.0,3.89,2.07,0.0,1.13,0.94,0.0,1.4,10.39,3,0.0,0.00,7.0,,2,12,6,2018,2018-06-12
19069,BU 2,Machine 3,573N6493,0.0,0.26,0.16,39.39,39.39,42.66,55.11,71.47,19.22,25.67,15.72,259,8.71,6.16,194,1552,3850.96,8.0,3.15,3.59,0.0,1.54,2.05,16.67,1.73,23.94,6,6.695,0.13,7.0,,2,12,6,2018,2018-06-12
19070,BU 2,Machine 3,029P3751,0.0,0.23,0.17,40.63,40.63,44.02,57.42,70.76,20.05,22.53,16.79,999,16.23,23.1,375,2998,711.89,8.0,3.25,3.41,0.0,1.6,1.8,33.33,13.62,8.91,3,3.575,0.13,7.0,,2,12,6,2018,2018-06-12
19071,BU 2,Machine 3,182L4692,0.0,0.12,0.14,54.72,54.72,56.13,68.31,80.12,19.64,12.05,13.58,470,5.74,0.18,353,2821,1658.88,8.0,4.38,2.54,0.0,1.57,0.96,16.67,10.44,1.61,6,11.09,0.21,7.0,,2,12,6,2018,2018-06-12
19072,BU 2,Machine 3,583J9461,0.0,0.18,0.26,36.93,36.93,42.03,63.38,58.27,19.11,17.52,26.44,904,16.52,13.58,339,2711,1460.82,8.0,2.95,2.93,0.0,1.53,1.4,33.33,8.2,9.32,3,0.0,0.00,7.0,,2,12,6,2018,2018-06-12
19073,BU 2,Machine 3,293F4715,0.0,0.28,0.09,41.45,41.45,46.73,50.24,82.51,21.48,28.28,8.79,386,13.55,5.78,193,1544,4404.73,8.0,3.32,3.98,0.0,1.72,2.26,25.0,14.44,13.84,4,0.0,0.00,7.0,,2,12,6,2018,2018-06-12
19074,BU 2,Machine 3,483D5938,0.0,0.16,0.16,48.37,48.37,49.89,64.67,74.8,19.58,15.75,16.3,1020,14.69,17.86,383,3060,1813.49,8.0,3.87,2.83,0.0,1.57,1.26,33.33,3.5,12.25,3,28.95,0.52,7.0,,2,12,6,2018,2018-06-12
19075,BU 2,Machine 2,5392175,0.0,0.23,0.14,35.99,35.99,38.07,49.58,72.59,27.66,22.76,13.59,811,5.41,5.14,1318,10544,1629.68,8.0,2.88,4.03,0.0,2.21,1.82,0.0,10.34,12.42,13,84.845,0.34,11.0,,2,12,6,2018,2018-06-12
19076,BU 2,Machine 2,6798354,0.0,0.36,0.15,28.7,28.7,31.44,44.01,65.22,19.92,36.07,15.3,575,5.71,7.06,862,6899,1684.96,8.0,2.3,4.48,0.0,1.59,2.89,8.33,4.4,31.67,12,13.77,0.12,11.0,,2,12,6,2018,2018-06-12
19077,BU 2,Machine 2,7481923,0.0,0.27,0.13,46.8,46.8,48.94,60.19,77.76,13.03,26.78,13.39,991,2.94,2.37,1857,14859,1128.35,8.0,3.74,3.18,0.0,1.04,2.14,0.0,12.52,14.26,15,26.14,0.13,11.0,,2,12,6,2018,2018-06-12
19078,BU 2,Machine 2,1047583,0.0,0.14,0.26,34.43,34.43,34.57,60.05,57.33,25.86,14.08,25.62,980,8.08,5.71,1103,8821,2493.17,8.0,2.75,3.2,0.0,2.07,1.13,11.11,1.44,12.64,9,202.53,0.80,11.0,,2,12,6,2018,2018-06-12
19079,BU 2,Machine 2,2938745,0.0,0.31,0.2,34.33,34.33,35.33,54.28,63.26,14.54,31.18,19.94,613,4.68,1.63,920,7358,2495.52,8.0,2.75,3.66,0.0,1.16,2.49,0.0,5.71,25.47,12,9.015,0.08,11.0,,2,12,6,2018,2018-06-12
19080,BU 2,Machine 2,8362719,0.0,0.34,0.14,22.12,22.12,23.77,36.15,61.2,29.76,34.09,14.03,479,7.25,5.37,599,4794,2983.62,8.0,1.77,5.11,0.0,2.38,2.73,0.0,2.39,31.7,10,154.835,1.21,11.0,,2,12,6,2018,2018-06-12
19081,BU 2,Machine 2,5849321,0.1,0.35,0.16,22.21,24.81,26.19,37.9,58.6,26.62,35.48,15.69,686,8.34,7.08,686,5491,1488.25,8.0,1.78,4.97,0.84,2.13,2.84,12.5,2.38,33.1,8,10.04,0.07,11.0,,2,12,6,2018,2018-06-12
19082,BU 2,Machine 2,2948567,0.0,0.17,0.12,31.79,31.79,35.36,43.47,73.13,39.81,16.73,11.68,692,8.83,3.1,1038,8303,2038.29,8.0,2.54,4.52,0.0,3.18,1.34,8.33,7.37,9.35,12,53.735,0.14,11.0,,2,12,6,2018,2018-06-12
19083,BU 2,Machine 2,3928471,0.0,0.19,0.09,53.94,53.94,56.68,63.25,85.27,18.12,18.63,9.32,1085,4.1,3.87,1763,14102,2309.30,8.0,4.31,2.94,0.0,1.45,1.49,7.69,6.74,11.89,13,15.345,0.06,11.0,,2,12,6,2018,2018-06-12
19084,BU 2,Machine 2,1749536,0.0,0.14,0.17,30.88,30.88,33.39,48.02,64.29,37.63,14.35,17.15,746,10.28,1.27,1212,9698,1152.22,8.0,2.47,4.16,0.0,3.01,1.15,0.0,3.98,10.36,13,123.83,0.78,11.0,,2,12,6,2018,2018-06-12
19085,BU 2,Machine 2,3826197,0.0,0.28,0.15,31.02,31.02,35.82,46.41,66.83,25.19,28.4,15.39,954,9.96,0.29,954,7629,2849.93,8.0,2.48,4.29,0.0,2.02,2.27,0.0,15.95,12.44,8,249.66,1.06,11.0,,2,12,6,2018,2018-06-12
19086,BU 2,Machine 8,847261539,0.0,0.3,0.13,36.7,36.7,39.31,49.8,73.7,20.19,30.01,13.1,708,5.2,0.77,973,7786,1777.08,8.0,2.94,4.02,0.0,1.61,2.4,0.0,8.82,21.19,11,0.0,0.00,1.0,,2,12,6,2018,2018-06-12
19087,BU 3,Machine 1,8471629,0.0,0.19,0.3,35.01,35.01,36.4,65.0,53.86,15.83,19.17,29.99,751,6.83,4.38,751,6005,1437.22,8.0,2.8,2.8,0.0,1.27,1.53,0.0,9.98,9.18,8,28.12,0.32,1.0,,2,12,6,2018,2018-06-12
19088,BU 3,Machine 5,2938745,0.0,0.18,0.17,37.1,37.15,42.69,54.35,68.27,27.16,18.49,17.24,622,7.51,2.25,855,6840,1317.18,8.0,2.97,3.65,0.01,2.17,1.48,9.09,9.14,9.36,11,51.611,0.95,3.0,,2,12,6,2018,2018-06-12
19089,BU 3,Machine 5,8374621,0.04,0.25,0.19,49.46,51.63,53.19,68.05,72.69,6.73,25.23,18.58,801,3.21,0.87,1001,8011,260.00,8.0,3.96,2.56,0.34,0.54,2.02,0.0,6.34,18.89,10,2.877,0.14,3.0,,2,12,6,2018,2018-06-12
19090,BU 1,Machine 1,5816492,0.0,0.08,0.12,45.58,45.58,48.74,57.73,78.96,33.78,8.49,12.15,223,2.57,0.11,1252,10014,1444.87,8.0,3.65,3.38,0.0,2.7,0.68,0.0,5.08,3.41,45,21.88,0.18,4.0,,3,12,6,2018,2018-06-12
19091,BU 1,Machine 1,0923745,0.0,0.24,0.16,29.42,29.42,31.7,45.48,64.7,31.0,23.52,16.06,234,4.36,0.14,703,5622,1247.48,8.0,2.35,4.36,0.0,2.48,1.88,0.0,15.12,8.4,24,20.476,0.18,4.0,,3,12,6,2018,2018-06-12
19092,BU 1,Machine 1,7618349,0.03,0.07,0.1,44.97,46.39,49.88,55.07,81.66,38.17,6.76,10.1,239,3.12,0.08,1194,9555,1249.90,8.0,3.6,3.59,0.24,3.05,0.54,0.0,2.08,4.68,40,14.53,0.10,4.0,,3,12,6,2018,2018-06-12
19093,BU 1,Machine 2,2359173,0.0,0.2,0.17,28.67,28.67,30.72,45.97,62.37,33.95,20.08,17.3,245,4.2,2.42,829,6628,1043.14,8.0,2.29,4.32,0.0,2.72,1.61,0.0,6.44,13.64,27,2.507,0.05,1.0,,3,12,6,2018,2018-06-12
19094,BU 2,Machine 6,6294837,0.0,0.61,0.07,14.66,14.66,16.84,22.05,66.5,17.12,60.83,7.39,466,5.16,24.18,408,3264,924.04,8.0,1.17,6.24,0.0,1.37,4.87,0.0,16.03,44.8,7,0.0,0.00,3.0,,3,12,6,2018,2018-06-12
19095,BU 2,Machine 6,9473856,0.0,0.45,0.12,21.03,21.03,24.83,32.68,64.33,22.24,45.08,11.66,496,4.92,11.2,620,4959,749.51,8.0,1.68,5.39,0.0,1.78,3.61,20.0,13.02,32.06,10,3.62,0.04,3.0,,3,12,6,2018,2018-06-12
19096,BU 2,Machine 9,2847163,0.0,0.47,0.17,14.74,14.74,15.67,32.05,45.99,20.81,47.15,17.31,274,9.08,0.0,377,3013,2525.05,8.0,1.18,5.44,0.0,1.66,3.77,27.27,41.17,5.98,11,39.89,0.30,1.0,,3,12,6,2018,2018-06-12
19097,BU 2,Machine 1,1903845,0.01,0.45,0.09,14.72,14.8,15.74,24.05,61.22,30.85,45.1,9.33,418,14.77,12.21,470,3758,2037.76,8.0,1.18,6.08,0.04,2.47,3.61,22.22,5.68,39.41,9,22.745,0.35,5.0,,3,12,6,2018,2018-06-12
19098,BU 2,Machine 1,8392745,0.0,0.38,0.2,22.83,22.83,23.06,42.69,53.46,19.62,37.69,19.87,975,9.5,9.13,853,6827,1386.24,8.0,1.83,4.58,0.0,1.57,3.01,0.0,32.14,5.55,7,8.235,0.04,5.0,,3,12,6,2018,2018-06-12
19099,BU 2,Machine 1,5938471,0.0,0.22,0.24,18.39,18.39,20.34,42.54,43.23,35.72,21.74,24.15,562,13.31,7.14,562,4497,1624.89,8.0,1.47,4.6,0.0,2.86,1.74,12.5,10.55,11.19,8,7.18,0.11,5.0,,3,12,6,2018,2018-06-12
19100,BU 2,Machine 1,9473852,0.0,0.36,0.18,14.31,14.38,15.52,32.74,43.71,30.86,36.39,18.43,630,15.46,2.71,472,3778,1664.77,8.0,1.15,5.38,0.04,2.47,2.91,16.67,19.29,17.1,6,14.665,0.24,5.0,,3,12,6,2018,2018-06-12
19101,BU 2,Machine 5,5948361,0.0,0.44,0.15,19.14,19.14,21.39,33.8,56.63,22.0,44.2,14.66,648,8.82,14.27,648,5187,1407.27,8.0,1.53,5.3,0.0,1.76,3.54,12.5,20.1,24.1,8,7.7,0.13,1.0,,3,12,6,2018,2018-06-12
19102,BU 2,Machine 3,093K8347,0.0,0.23,0.15,50.97,50.97,51.71,65.61,77.7,11.73,22.66,14.63,955,15.66,3.38,358,2866,2030.46,8.0,4.08,2.75,0.0,0.94,1.81,33.33,13.52,9.14,3,78.3,4.05,7.0,,3,12,6,2018,2018-06-12
19103,BU 2,Machine 3,573N6493,0.05,0.15,0.09,53.89,56.76,59.46,63.08,85.42,21.57,15.35,9.2,675,16.43,0.89,422,3377,1382.77,8.0,4.31,2.95,0.41,1.73,1.23,20.0,5.8,9.56,5,24.795,0.98,7.0,,3,12,6,2018,2018-06-12
19104,BU 2,Machine 3,029P3751,0.0,0.19,0.09,53.8,53.8,57.65,62.52,86.06,18.32,19.16,8.71,590,7.83,6.1,369,2952,1423.11,8.0,4.3,3.0,0.0,1.47,1.53,20.0,11.33,7.83,5,2.51,0.07,7.0,,3,12,6,2018,2018-06-12
19105,BU 2,Machine 3,182L4692,0.0,0.13,0.17,53.0,53.0,56.88,70.22,75.48,16.77,13.01,17.22,554,8.49,2.7,346,2768,2184.35,8.0,4.24,2.38,0.0,1.34,1.04,20.0,7.99,5.01,5,1.595,0.04,7.0,,3,12,6,2018,2018-06-12
19106,BU 2,Machine 3,583J9461,0.0,0.12,0.19,49.85,49.85,53.26,68.77,72.49,19.64,11.59,18.92,914,11.93,2.41,457,3657,1026.85,8.0,3.99,2.5,0.0,1.57,0.93,25.0,2.49,9.1,4,1.12,0.03,7.0,,3,12,6,2018,2018-06-12
19107,BU 2,Machine 3,293F4715,0.05,0.32,0.26,27.79,29.14,30.58,54.19,51.28,13.93,31.88,26.4,502,9.19,0.0,251,2008,1401.31,8.0,2.22,3.66,0.37,1.11,2.55,50.0,9.37,22.51,4,0.0,0.00,7.0,,3,12,6,2018,2018-06-12
19108,BU 2,Machine 3,483D5938,0.0,0.13,-0.19,96.43,96.43,100.29,77.44,124.52,9.82,12.73,-18.99,1353,7.36,2.29,507,4058,2970.89,8.0,7.71,1.8,0.0,0.79,1.02,0.0,3.9,8.84,3,27.61,0.20,7.0,,3,12,6,2018,2018-06-12
19109,BU 2,Machine 2,5392175,0.0,0.12,0.22,49.34,49.34,51.37,71.19,69.3,17.22,11.59,21.85,638,3.73,0.18,1516,12125,2878.78,8.0,3.95,2.3,0.0,1.38,0.93,5.26,3.45,8.15,19,38.225,0.10,11.0,,3,12,6,2018,2018-06-12
19110,BU 2,Machine 2,6798354,0.0,0.43,0.16,23.49,23.49,26.22,39.03,60.18,17.9,43.07,15.54,587,3.57,4.15,881,7048,797.12,8.0,1.88,4.88,0.0,1.43,3.45,0.0,10.4,32.67,12,3.84,0.04,11.0,,3,12,6,2018,2018-06-12
19111,BU 2,Machine 2,7481923,0.0,0.32,0.09,26.58,26.58,31.02,35.11,75.72,32.74,32.15,8.52,869,11.45,4.41,978,7820,1445.03,8.0,2.13,5.19,0.0,2.62,2.57,22.22,9.34,22.81,9,35.67,0.26,11.0,,3,12,6,2018,2018-06-12
19112,BU 2,Machine 2,1047583,0.01,0.4,0.08,33.5,33.93,34.3,41.49,80.75,18.58,39.93,7.99,787,7.4,5.05,1082,8653,1738.20,8.0,2.68,4.68,0.1,1.49,3.19,0.0,7.29,32.64,11,95.97,0.42,11.0,,3,12,6,2018,2018-06-12
19113,BU 2,Machine 2,2938745,0.0,0.2,0.12,45.32,45.32,51.16,56.87,79.69,23.03,20.09,11.55,749,3.75,2.36,1311,10490,1730.98,8.0,3.63,3.45,0.0,1.84,1.61,0.0,14.71,5.38,14,0.0,0.00,11.0,,3,12,6,2018,2018-06-12
